ecoli_1.fna	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
ecoli_2.fna	ecoli_achtman_4	62	adk(28)	fumC(33)	gyrB(25)	icd(29)	mdh(7)	purA(11)	recA(24)
